domain,domain_rank,domain_candidate_count,canonical_key,domain_score,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,domain_term_hits,title_term_hits,nonzero_score_components,admission_state
clinical_external_validation_and_domain_shift,5,117,doi:10.1371/journal.pone.0280670,9.646128,New AI-algorithms on smartphones to detect skin cancer in a clinical setting-A validation study.,2023,"[""Kränke T"",""Tripolt-Droschl K"",""Röd L"",""Hofmann-Wellenhof R"",""Koppitz M"",""Tripolt M.""]",10.1371/journal.pone.0280670,36791068,,,,13,True,https://europepmc.org/article/MED/36791068,"[""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":13,""value"":1.146128},{""component"":""publication_year_2020_or_later"",""evidence"":2023,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,6,117,doi:10.1101/2023.06.26.23291912,9.60206,Generalizable and Automated Classification of TNM Stage from Pathology Reports with External Validation,2023,"[""Jenna Kefeli"",""Nicholas Tatonetti""]",10.1101/2023.06.26.23291912,,,,posted-content,3,True,https://doi.org/10.1101/2023.06.26.23291912,"[""QF-013""]","[""external validation"",""pathology""]","[""external validation"",""pathology""]","[{""component"":""domain_term_hits"",""evidence"":[""external validation"",""pathology""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""external validation"",""pathology""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":3,""value"":0.60206},{""component"":""publication_year_2020_or_later"",""evidence"":2023,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,7,117,doi:10.1109/tip.2021.3084354,9.00515,Domain Shift Preservation for Zero-Shot Domain Adaptation,2021,"[""Jinghua Wang"",""Ming-Ming Cheng"",""Jianmin Jiang""]",10.1109/tip.2021.3084354,,,IEEE Transactions on Image Processing,journal-article,31,False,https://doi.org/10.1109/tip.2021.3084354,"[""QF-013""]","[""domain shift""]","[""domain shift""]","[{""component"":""domain_term_hits"",""evidence"":[""domain shift""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""domain shift""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":31,""value"":1.50515},{""component"":""publication_year_2020_or_later"",""evidence"":2021,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,8,117,doi:10.64898/2026.01.17.26344327,9.0,GEOGRAPHIC DOMAIN SHIFT PRECIPITATES DIVERGENT FAILURE MODES IN DEEP LEARNING–BASED TUBERCULOSIS SCREENING: A MULTI-NATIONAL EXTERNAL VALIDATION STUDY,2026,"[""Ibrahim Ibrahim Shuaibu"",""Muhammad Ayan Khan"",""Diyaa Alkhamis"",""Anas Alkhamis""]",10.64898/2026.01.17.26344327,,,,posted-content,0,True,https://doi.org/10.64898/2026.01.17.26344327,"[""QF-013""]","[""domain shift"",""external validation""]","[""domain shift"",""external validation""]","[{""component"":""domain_term_hits"",""evidence"":[""domain shift"",""external validation""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""domain shift"",""external validation""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,9,117,doi:10.61853/j77c1r92,9.0,Basal Cell Carcinoma of the External Auditory Canal and Conchal Bowl,2024,"[""Danielle Abi-Najm"",""Amir Bajoghli""]",10.61853/j77c1r92,,,Clinical Dermatology and Surgery,journal-article,0,True,https://doi.org/10.61853/j77c1r92,"[""QF-013""]","[""clinical"",""dermatology""]",[],"[{""component"":""domain_term_hits"",""evidence"":[""clinical"",""dermatology""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,10,117,doi:10.1038/s41746-026-02608-3,8.80103,"Bias, representation, and clinical fidelity in AI-generated images for medical education: a systematic literature review.",2026,"[""Alon L"",""Shoval DH"",""Levkovich I.""]",10.1038/s41746-026-02608-3,42000932,,,,1,True,https://europepmc.org/article/MED/42000932,"[""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""citation_log10"",""evidence"":1,""value"":0.30103},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,11,117,doi:10.1056/aioa2300099,8.646128,External Validation of a Commercial Acute Kidney Injury Predictive Model,2024,"[""Sayon Dutta"",""Dustin S. McEvoy"",""Lisette N. Dunham"",""Ronelle Stevens"",""David Rubins"",""Gearoid M. McMahon"",""Lipika Samal""]",10.1056/aioa2300099,,,NEJM AI,journal-article,13,False,https://doi.org/10.1056/aioa2300099,"[""QF-013""]","[""external validation""]","[""external validation""]","[{""component"":""domain_term_hits"",""evidence"":[""external validation""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""external validation""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":13,""value"":1.146128},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,12,117,doi:10.1002/2056-4538.70082,8.5,Weakly supervised deep learning for cutaneous squamous and basal cell carcinoma in whole-slide histopathology.,2026,"[""Petzold A"",""Wessely A"",""Schliep S"",""Jiang H"",""Tran M"",""Koch EA"",""Peng T"",""Starz H"",""Berking C"",""Marr C"",""Heppt MV.""]",10.1002/2056-4538.70082,41841638,,,,0,True,https://europepmc.org/article/MED/41841638,"[""QF-013""]","[""pathology""]","[""pathology""]","[{""component"":""domain_term_hits"",""evidence"":[""pathology""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""pathology""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,13,117,doi:10.1038/s41598-026-38715-0,8.5,DermaGPT a federated multimodal framework with a meta learned trust function for interpretable dermatology diagnostics.,2026,"[""Hashjin NM"",""Amiri MH"",""Najafabadi MK.""]",10.1038/s41598-026-38715-0,41654587,,,,0,True,https://europepmc.org/article/MED/41654587,"[""QF-013""]","[""dermatology""]","[""dermatology""]","[{""component"":""domain_term_hits"",""evidence"":[""dermatology""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""dermatology""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,14,117,doi:10.3389/fmed.2026.1614681,8.5,Revolutionizing dermatopathology using AI in skin diagnostics: scoping review.,2026,"[""Rammal R"",""Mohy U Din A"",""Alam T.""]",10.3389/fmed.2026.1614681,41836935,,,,0,True,https://europepmc.org/article/MED/41836935,"[""QF-013""]","[""pathology""]","[""pathology""]","[{""component"":""domain_term_hits"",""evidence"":[""pathology""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""pathology""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,15,117,doi:10.3389/fpubh.2026.1788454,8.5,"The role of multimodality in clinical disease diagnosis: advances, challenges, and opportunities.",2026,"[""Nawaz A"",""Edinat A"",""Rana MRR"",""Ali T"",""Mustafa G"",""Tahir S"",""Lee SW.""]",10.3389/fpubh.2026.1788454,42040104,,,,0,True,https://europepmc.org/article/MED/42040104,"[""QF-011"",""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,16,117,doi:10.3390/jimaging12060270,8.5,"Cutaneous Thermography in Arthropathies: Quantitative Imaging, Machine Learning, and Clinical Translation.",2026,"[""Andrei CA"",""Dragosloveanu S"",""Grigore AG"",""Anghel AA"",""Gogu AA"",""Birlutiu RM"",""Dragosloveanu CDM"",""Anghel C"",""Iftime A"",""Cergan R"",""Caruntu C"",""Scheau C.""]",10.3390/jimaging12060270,42346933,,,,0,True,https://europepmc.org/article/MED/42346933,"[""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,17,117,doi:10.1007/s10606-025-09514-4,8.5,Dimensions of Human-Machine Combination: Prompting the Development of Deployable Intelligent Decision Systems for Situated Clinical Contexts.,2025,"[""Wilson B"",""Natali C"",""Roach M"",""Scott D"",""Rahat A"",""Rawlinson D"",""Cabitza F.""]",10.1007/s10606-025-09514-4,40964440,,,,0,True,https://europepmc.org/article/MED/40964440,"[""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,18,117,doi:10.3390/diagnostics15162011,8.5,An Ingeniously Designed Skin Lesion Classification Model Across Clinical and Dermatoscopic Datasets.,2025,"[""Huang Y"",""Zhang Z"",""Ran X"",""Zhuang K"",""Ran Y.""]",10.3390/diagnostics15162011,40870863,,,,0,True,https://europepmc.org/article/MED/40870863,"[""QF-013""]","[""clinical""]","[""clinical""]","[{""component"":""domain_term_hits"",""evidence"":[""clinical""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""clinical""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,19,117,doi:10.1109/access.2021.3110428,8.19897,Indirect Domain Shift for Single Image Dehazing,2021,"[""Huan Liu"",""Jun Chen""]",10.1109/access.2021.3110428,,,IEEE Access,journal-article,4,False,https://doi.org/10.1109/access.2021.3110428,"[""QF-013""]","[""domain shift""]","[""domain shift""]","[{""component"":""domain_term_hits"",""evidence"":[""domain shift""],""value"":1.5},{""component"":""title_term_hits"",""evidence"":[""domain shift""],""value"":1.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":4,""value"":0.69897},{""component"":""publication_year_2020_or_later"",""evidence"":2021,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
clinical_external_validation_and_domain_shift,20,117,doi:10.2165/11209370-000000000-00000,8.113943,Polyphenon E 10% Ointment,2012,"[""Sheridan M. Hoy""]",10.2165/11209370-000000000-00000,,,American Journal of Clinical Dermatology,journal-article,12,False,https://doi.org/10.2165/11209370-000000000-00000,"[""QF-013""]","[""clinical"",""dermatology""]",[],"[{""component"":""domain_term_hits"",""evidence"":[""clinical"",""dermatology""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":12,""value"":1.113943}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,1,111,doi:10.1093/ced/llaf126,13.977121,Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study,2025,"[""Goranit Sakunchotpanit"",""Krithika Nayudu"",""Ryan Chen"",""Sofia Milosavljevic"",""Thomas Z Rohan"",""Laura Ortiz-López"",""Kaushik Venkatesh"",""Vinod E Nambudiri""]",10.1093/ced/llaf126,,,Clinical and Experimental Dermatology,journal-article,2,True,https://doi.org/10.1093/ced/llaf126,"[""QF-011""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":2,""value"":0.477121},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,2,111,doi:10.3390/app15158321,13.977121,Evaluating Skin Tone Fairness in Convolutional Neural Networks for the Classification of Diabetic Foot Ulcers,2025,"[""Sara Seabra Reis"",""Luis Pinto-Coelho"",""Maria Carolina Sousa"",""Mariana Neto"",""Marta Silva"",""Miguela Sequeira""]",10.3390/app15158321,,,Applied Sciences,journal-article,2,True,https://doi.org/10.3390/app15158321,"[""QF-011""]","[""classification"",""fairness"",""skin tone""]","[""classification"",""fairness"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":2,""value"":0.477121},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,3,111,doi:10.2196/31697,13.676091,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,2021,"[""Pushkar Aggarwal""]",10.2196/31697,,,JMIR Dermatology,journal-article,14,True,https://doi.org/10.2196/31697,"[""QF-011""]","[""artificial intelligence"",""classification"",""dermatology""]","[""artificial intelligence"",""classification""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""classification"",""dermatology""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""classification""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":14,""value"":1.176091},{""component"":""publication_year_2020_or_later"",""evidence"":2021,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,4,111,doi:10.35772/ghm.2026.01058,13.5,Artificial intelligence (AI)-assisted diagnosis of skin diseases: From image classification to dermatology-specific multimodal clinical reasoning.,2026,"[""Cheng Y"",""Zhou C"",""Wang P"",""Liu H"",""Han Y.""]",10.35772/ghm.2026.01058,42368306,,,,0,True,https://europepmc.org/article/MED/42368306,"[""QF-011""]","[""artificial intelligence"",""classification"",""dermatology""]","[""artificial intelligence"",""classification"",""dermatology""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""classification"",""dermatology""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""classification"",""dermatology""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,5,111,doi:10.1093/ced/llaf145,13.5,Comment on ‘Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study’,2025,"[""Hinpetch Daungsupawong"",""Viroj Wiwanitkit""]",10.1093/ced/llaf145,,,Clinical and Experimental Dermatology,journal-article,0,True,https://doi.org/10.1093/ced/llaf145,"[""QF-011""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,6,111,doi:10.7759/cureus.94909,13.5,Exploring the Diagnostic Capability of Artificial Intelligence in Dermatology for Darker Skin Tones: A Narrative Review.,2025,"[""Dowie T.""]",10.7759/cureus.94909,41262830,,,,0,True,https://europepmc.org/article/MED/41262830,"[""QF-011""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,7,111,doi:10.5753/sibgrapi.est.2024.31648,13.5,Enhancing Fairness in Machine Learning: Skin Tone Classification Using the Monk Skin Tone Scale,2024,"[""Vitor Pereira Matias"",""João Batista Neto""]",10.5753/sibgrapi.est.2024.31648,,,"Anais Estendidos da XXXVII Conference on Graphics, Patterns and Images (SIBGRAPI Estendido 2024)",proceedings-article,0,True,https://doi.org/10.5753/sibgrapi.est.2024.31648,"[""QF-011""]","[""classification"",""fairness"",""skin tone""]","[""classification"",""fairness"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,8,111,doi:10.1109/wacvw60836.2024.00067,13.345098,Does the Fairness of Your Pre-Training Hold Up? Examining the Influence of Pre-Training Techniques on Skin Tone Bias in Skin Lesion Classification,2024,"[""Pratinav Seth"",""Abhilash K. Pai""]",10.1109/wacvw60836.2024.00067,,,2024 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),proceedings-article,6,False,https://doi.org/10.1109/wacvw60836.2024.00067,"[""QF-011""]","[""classification"",""fairness"",""skin tone""]","[""classification"",""fairness"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""classification"",""fairness"",""skin tone""],""value"":3.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""proceedings-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":6,""value"":0.845098},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,9,111,doi:10.1093/bjd/ljag151.052,12.5,P11 Objective measurement of skin tone using artificial intelligence,2026,"[""Joe Scott"",""Maria Charalambides"",""Ben Mills"",""Eugene Healy""]",10.1093/bjd/ljag151.052,,,British Journal of Dermatology,journal-article,0,True,https://doi.org/10.1093/bjd/ljag151.052,"[""QF-011""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[""artificial intelligence"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""skin tone""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,10,111,doi:10.1111/srt.70088,11.90309,Skin Tone Analysis Through Skin Tone Map Generation With Optical Approach and Deep Learning,2024,"[""Geunho Jung"",""Semin Kim"",""Sangwook Yoo""]",10.1111/srt.70088,,,Skin Research and Technology,journal-article,7,True,https://doi.org/10.1111/srt.70088,"[""QF-009"",""QF-011""]","[""deep learning"",""skin tone""]","[""deep learning"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""deep learning"",""skin tone""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""deep learning"",""skin tone""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":7,""value"":0.90309},{""component"":""publication_year_2020_or_later"",""evidence"":2024,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,11,111,doi:10.1016/j.jid.2025.03.011,11.5,Uncovering Disparities in Skin Tone Representation among Artificial Intelligence Vision-Language Models,2025,"[""Vivian B. Yang"",""Clarence M. Sams"",""Shanika N. Francis"",""Roxana Daneshjou"",""Jenna C. Lester""]",10.1016/j.jid.2025.03.011,,,Journal of Investigative Dermatology,journal-article,0,False,https://doi.org/10.1016/j.jid.2025.03.011,"[""QF-011""]","[""artificial intelligence"",""dermatology"",""skin tone""]","[""artificial intelligence"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""artificial intelligence"",""dermatology"",""skin tone""],""value"":4.5},{""component"":""title_term_hits"",""evidence"":[""artificial intelligence"",""skin tone""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""publication_year_2020_or_later"",""evidence"":2025,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,12,111,doi:10.5070/d32612051349,11.322219,Representation of Fitzpatrick skin type in dermatology textbooks compared with national percentiles,2020,"[""Jacob Reilley-Luther"",""Abigail Cline"",""Andrew Zimmerly"",""Samantha Azinge"",""Janet Moy""]",10.5070/d32612051349,,,Dermatology Online Journal,journal-article,20,False,https://doi.org/10.5070/d32612051349,"[""QF-011""]","[""dermatology"",""skin type""]","[""dermatology"",""skin type""]","[{""component"":""domain_term_hits"",""evidence"":[""dermatology"",""skin type""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""dermatology"",""skin type""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""primary_publication_type"",""evidence"":[""journal-article""],""value"":2.0},{""component"":""citation_log10"",""evidence"":20,""value"":1.322219},{""component"":""publication_year_2020_or_later"",""evidence"":2020,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
dermatology_ai_fairness_and_skin_tone,13,111,doi:10.1002/jbio.70254,11.0,Skin Tone in Hyperspectral Imaging and Its Implications for Fairness in AI.,2026,"[""van de Weerd LS"",""van de Berg NJ"",""Rijstenberg LL"",""van de Laar RLO"",""van Doorn HC"",""van Beekhuizen HJ.""]",10.1002/jbio.70254,41914466,,,,0,True,https://europepmc.org/article/MED/41914466,"[""QF-011""]","[""fairness"",""skin tone""]","[""fairness"",""skin tone""]","[{""component"":""domain_term_hits"",""evidence"":[""fairness"",""skin tone""],""value"":3.0},{""component"":""title_term_hits"",""evidence"":[""fairness"",""skin tone""],""value"":2.0},{""component"":""doi_present"",""evidence"":true,""value"":2.0},{""component"":""pmid_present"",""evidence"":true,""value"":2.0},{""component"":""abstract_available"",""evidence"":true,""value"":1.0},{""component"":""publication_year_2020_or_later"",""evidence"":2026,""value"":1.0}]",UNSCREENED_NOT_ADMITTED
