review_queue_position,canonical_key,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,domain_slot_count,domain_count,domains_json,domain_appearances_json,best_domain_rank,maximum_domain_score,source_admission_states_json,review_status,adjudication_state,exclusion_reason_code,exclusion_reason_text,primary_or_contextual,truecolor_claim_ids_json,closest_prior_art_candidate,full_text_evidence_available,methods_evidence_available,equation_evidence_available,validation_evidence_available,limitations_evidence_available,same_estimand,same_population,same_measurement_operator,same_mechanism_decomposition,same_external_validation,overlap_level,novelty_kill_triggered,reviewer_1_decision,reviewer_1_notes,reviewer_2_decision,reviewer_2_notes,adjudication_notes,evidence_artifact_paths_json,mapped_claim_ids_json,mapped_claim_count,screening_state,screen_rule_ids_json,screening_decision_final,scientific_review_priority,scientific_relevance_decision,scientific_relevance_reason,claim_overlap_review_status,full_text_review_status
56,doi:10.1109/icpr48806.2021.9412849,On Identification and Retrieval of Near-Duplicate Biological Images: a New Dataset and Protocol,2021.0,"[""T.E. Koker"",""S.S. Chintapalli"",""S. Wang"",""B.A. Talbot"",""D. Wainstock"",""M. Cicconet"",""M.C. Walsh""]",10.1109/icpr48806.2021.9412849,,,2020 25th International Conference on Pattern Recognition (ICPR),proceedings-article,3,False,https://doi.org/10.1109/icpr48806.2021.9412849,"[""QF-012""]",1,1,"[""dermatology_dataset_duplicates_labels_and_quality""]","[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_rank"":4,""domain_score"":10.60206}]",4,10.60206,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],True,67.20412,EXCLUDE_OFF_TOPIC,"Generic near-duplicate biological-image retrieval does not evaluate dermatology dataset quality, identity leakage, or the governed cross-domain TrueColor evidence chain.",NOT_STARTED,NOT_STARTED
57,doi:10.1117/12.873134,Can a one-layer optical skin model including melanin and inhomogeneously distributed blood explain spatially resolved diffuse reflectance spectra?,2011.0,"[""Hanna Karlsson"",""Anders Pettersson"",""Marcus Larsson"",""Tomas Strömberg""]",10.1117/12.873134,,,SPIE Proceedings Optical Tomography and Spectroscopy of Tissue IX,proceedings-article,7,False,https://doi.org/10.1117/12.873134,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":9,""domain_score"":14.90309}]",9,14.90309,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,66.91729111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
58,doi:10.1159/000240240,Spectral Reflectance of the Skin,2009.0,"[""Leonore Ballowitz"",""Mary Ellen Avery""]",10.1159/000240240,,,Biology of the Neonate,journal-article,24,False,https://doi.org/10.1159/000240240,"[""QF-004"",""QF-005""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":5,""domain_score"":12.89794}]",5,12.89794,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,66.79588,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
59,doi:10.1109/tip.2017.2764264,A Data Set for Camera-Independent Color Constancy,2018.0,"[""Caglar Aytekin"",""Jarno Nikkanen"",""Moncef Gabbouj""]",10.1109/tip.2017.2764264,,,IEEE Transactions on Image Processing,journal-article,17,False,https://doi.org/10.1109/tip.2017.2764264,"[""QF-010""]",1,1,"[""capture_variability_white_balance_and_illumination""]","[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_rank"":4,""domain_score"":10.255273}]",4,10.255273,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,66.510546,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
60,doi:10.21203/rs.3.rs-9053537/v1,Contactless Human Oxygen Saturation Detection Using RGB Camera in an Induced Hypoxemia Study with Varied Skin Types,2026.0,"[""Li Zhu"",""Migyeong Gwak"",""Korosh Vatanparvar"",""Qijia Shao"",""Sharanya Desai"",""Jungmok Bae"",""Jilong Kuang"",""Alex Gao""]",10.21203/rs.3.rs-9053537/v1,,,,posted-content,0,True,https://doi.org/10.21203/rs.3.rs-9053537/v1,"[""QF-005"",""QF-006""]",2,2,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]","[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_rank"":9,""domain_score"":11.5},{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_rank"":13,""domain_score"":9.0}]",9,11.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,66.11111111111111,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
61,doi:10.3788/aos201737.0933001,Spectral Reconstruction from Single RGB Image of Trichromatic Digital Camera,2017.0,"[""梁金星 Liang Jinxing"",""万晓霞 Wan Xiaoxia""]",10.3788/aos201737.0933001,,,Acta Optica Sinica,journal-article,5,False,https://doi.org/10.3788/aos201737.0933001,"[""QF-006""]",1,1,"[""camera_metamerism_and_spectral_reconstruction""]","[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_rank"":5,""domain_score"":12.278151}]",5,12.278151,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,65.556302,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
62,doi:10.1038/s41591-023-02540-z,External validation of AI models in health should be replaced with recurring local validation,2023.0,"[""Alexey Youssef"",""Michael Pencina"",""Anshul Thakur"",""Tingting Zhu"",""David Clifton"",""Nigam H. Shah""]",10.1038/s41591-023-02540-z,,,Nature Medicine,journal-article,145,False,https://doi.org/10.1038/s41591-023-02540-z,"[""QF-013""]",1,1,"[""clinical_external_validation_and_domain_shift""]","[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_rank"":4,""domain_score"":9.664353}]",4,9.664353,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,65.328706,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
63,doi:10.2352/j.imagingsci.technol.2019.63.4.040406,Detecting Wetness on Skin using RGB Camera,2019.0,"[""Mihiro Uchida"",""Norimichi Tsumura""]",10.2352/j.imagingsci.technol.2019.63.4.040406,,,Journal of Imaging Science and Technology,journal-article,0,False,https://doi.org/10.2352/j.imagingsci.technol.2019.63.4.040406,"[""QF-005"",""QF-006""]",2,2,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]","[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_rank"":10,""domain_score"":11.5},{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_rank"":14,""domain_score"":9.0}]",10,11.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,65.0,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
64,doi:10.1117/12.2281612,Investigating optical path in reflectance pulse oximetry using a multilayer Monte Carlo model,2017.0,"[""S. Chatterjee"",""J. P. Phillips"",""P. A. Kyriacou""]",10.1117/12.2281612,,,SPIE Proceedings Clinical and Preclinical Optical Diagnostics,proceedings-article,2,False,https://doi.org/10.1117/12.2281612,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":10,""domain_score"":14.477121}]",10,14.477121,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,64.954242,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
65,doi:10.7759/cureus.94909,Exploring the Diagnostic Capability of Artificial Intelligence in Dermatology for Darker Skin Tones: A Narrative Review.,2025.0,"[""Dowie T.""]",10.7759/cureus.94909,41262830.0,,,,0,True,https://europepmc.org/article/MED/41262830,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":6,""domain_score"":13.5}]",6,13.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,64.66666666666667,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
66,doi:10.1118/1.4790466,Spectral embedding based active contour (SEAC) for lesion segmentation on breast dynamic contrast enhanced magnetic resonance imaging,2013.0,"[""Shannon C. Agner"",""Jun Xu"",""Anant Madabhushi""]",10.1118/1.4790466,,,Medical Physics,journal-article,22,True,https://doi.org/10.1118/1.4790466,"[""QF-014""]",1,1,"[""physics_informed_clinical_image_analysis""]","[{""domain"":""physics_informed_clinical_image_analysis"",""domain_rank"":4,""domain_score"":8.861728}]",4,8.861728,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],True,63.723456,EXCLUDE_WRONG_MODALITY,"Breast dynamic-contrast MRI lesion segmentation is not skin imaging, spectral measurement, dermatology validation, or measurement-physics evidence.",NOT_STARTED,NOT_STARTED
67,doi:10.1117/12.2581556,Neural network forward model and transfer learning calibration from Monte Carlo to diffuse reflectance spectroscopy,2021.0,"[""Qing Lan"",""Ryan G. McClarren"",""Karthik Vishwanath""]",10.1117/12.2581556,,,Optical Tomography and Spectroscopy of Tissue XIV,proceedings-article,1,False,https://doi.org/10.1117/12.2581556,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":11,""domain_score"":14.30103}]",11,14.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,63.692969090909095,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
68,doi:10.1002/jbio.70225,Multispectral Laser-Scanning Photoacoustic Microscopy With SRS-Generated Wavelengths for Skin Chromophore Characterization.,2026.0,"[""Khansari A"",""Ranjbaran SM"",""Zafar M"",""Nia NG"",""Khodavirdi H"",""Tsoukas M"",""Avanaki K.""]",10.1002/jbio.70225,41577380.0,,,,1,True,https://europepmc.org/article/MED/41577380,"[""QF-007""]",1,1,"[""multispectral_band_selection_and_measurement_design""]","[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_rank"":5,""domain_score"":11.30103}]",5,11.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,63.60206,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
69,doi:10.2116/analsci.28.1159,A Combined Near-infrared Diffuse Reflectance Spectroscopy and Principal Component Analysis Method of Assessment for the Degree of Photoaging and Physiological Aging of Human Skin,2012.0,"[""Yuta Miyamae"",""Yumika Yamakawa"",""Marie Kawabata"",""Yukihiro Ozaki""]",10.2116/analsci.28.1159,,,Analytical Sciences,journal-article,17,False,https://doi.org/10.2116/analsci.28.1159,"[""QF-004""]",1,1,"[""spectral_reflectance_geometry_and_dimension""]","[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_rank"":6,""domain_score"":12.755273}]",6,12.755273,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,63.17721266666667,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
70,doi:10.2147/ccid.s589014,Bridging Accessibility and Precision: Evaluating the Reliability and Validity of a Smartphone-Based Skin Colorimeter.,2026.0,"[""Ouyang H"",""Yang J"",""Ning X"",""Xia Q"",""Zuo X"",""Xu J"",""Sheng Y"",""Song J"",""Ma Z"",""Wu L"",""Song X"",""Cui Y.""]",10.2147/ccid.s589014,41939261.0,,,,0,True,https://europepmc.org/article/MED/41939261,"[""QF-009"",""QF-010"",""QF-011""]",1,1,"[""skin_colorimetry_ita_and_color_measurement""]","[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_rank"":5,""domain_score"":11.0}]",5,11.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-005""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,63.0,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
71,doi:10.1002/jbio.202400413,Accurate Estimation of Methemoglobin and Oxygen Saturation in Skin Tissue Using Diffuse Reflectance Spectroscopy and Artificial Intelligence.,2025.0,"[""Sahli I"",""Bachir W"",""El-Daher MS.""]",10.1002/jbio.202400413,40012255.0,,,,0,True,https://europepmc.org/article/MED/40012255,"[""QF-002""]",1,1,"[""skin_reflectance_inverse_models""]","[{""domain"":""skin_reflectance_inverse_models"",""domain_rank"":10,""domain_score"":13.5}]",10,13.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,63.0,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
72,doi:10.1002/lsm.10242,Characterization of port wine stain skin erythema and melanin content using cross‐polarized diffuse reflectance imaging,2004.0,"[""Byungjo Jung"",""Bernard Choi"",""Anthony J. Durkin"",""Kristen M. Kelly"",""J. Stuart Nelson""]",10.1002/lsm.10242,,,Lasers in Surgery and Medicine,journal-article,55,True,https://doi.org/10.1002/lsm.10242,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":12,""domain_score"":14.248188}]",12,14.248188,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,62.82970933333333,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
73,doi:10.5753/sibgrapi.est.2024.31648,Enhancing Fairness in Machine Learning: Skin Tone Classification Using the Monk Skin Tone Scale,2024.0,"[""Vitor Pereira Matias"",""João Batista Neto""]",10.5753/sibgrapi.est.2024.31648,,,"Anais Estendidos da XXXVII Conference on Graphics, Patterns and Images (SIBGRAPI Estendido 2024)",proceedings-article,0,True,https://doi.org/10.5753/sibgrapi.est.2024.31648,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":7,""domain_score"":13.5}]",7,13.5,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,62.285714285714285,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
74,doi:10.1117/1.jbo.29.2.026003,In vivo visualization of burn depth in skin tissue of rats using hemoglobin parameters estimated by diffuse reflectance spectral imaging,2024.0,"[""Md. Anowar Parvez"",""Kazuhiro Yashiro"",""Yuki Nagahama"",""Yasuyuki Tsunoi"",""Daizoh Saitoh"",""Shunichi Sato"",""Izumi Nishidate""]",10.1117/1.jbo.29.2.026003,,,Journal of Biomedical Optics,journal-article,8,False,https://doi.org/10.1117/1.jbo.29.2.026003,"[""QF-002""]",1,1,"[""skin_reflectance_inverse_models""]","[{""domain"":""skin_reflectance_inverse_models"",""domain_rank"":11,""domain_score"":13.454243}]",11,13.454243,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,61.99939509090909,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
75,doi:10.1109/iccphot.2016.7492879,White balance under mixed illumination using flash photography,2016.0,"[""Zhuo Hui"",""Aswin C. Sankaranarayanan"",""Kalyan Sunkavalli"",""Sunil Hadap""]",10.1109/iccphot.2016.7492879,,,2016 IEEE International Conference on Computational Photography (ICCP),proceedings-article,17,False,https://doi.org/10.1109/iccphot.2016.7492879,"[""QF-010""]",1,1,"[""capture_variability_white_balance_and_illumination""]","[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_rank"":5,""domain_score"":10.255273}]",5,10.255273,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-003"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,61.510546000000005,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
76,doi:10.1109/cvpr52733.2024.01128,Diffusion Reflectance Map: Single-Image Stochastic Inverse Rendering of Illumination and Reflectance,2024.0,"[""Yuto Enyo"",""Ko Nishino""]",10.1109/cvpr52733.2024.01128,,,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,7,False,https://doi.org/10.1109/cvpr52733.2024.01128,"[""QF-002""]",1,1,"[""skin_reflectance_inverse_models""]","[{""domain"":""skin_reflectance_inverse_models"",""domain_rank"":12,""domain_score"":13.40309}]",12,13.40309,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,61.13951333333333,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
77,doi:10.1111/ijd.70452,Diagnostic Accuracy of Three Large Language Models on Clinical Images Varies by Skin Tone: Findings From the Stanford Diverse Dermatology Images Dataset,2026.0,"[""Eunice Y. Ju"",""Ahana Sinharoy"",""Nicole Edmonds"",""R. Hal Flowers""]",10.1111/ijd.70452,,,International Journal of Dermatology,journal-article,0,False,https://doi.org/10.1111/ijd.70452,"[""QF-012""]",1,1,"[""dermatology_dataset_duplicates_labels_and_quality""]","[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_rank"":5,""domain_score"":10.0}]",5,10.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,61.0,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
78,doi:10.1117/12.2648157,Quantitative evaluation of light distribution in skin tissue for short-pulsed laser treatment using Monte Carlo simulation combined with nonlinear absorption model of melanin,2023.0,"[""Yu Shimojo"",""Takahiro Nishimura"",""Kunio Awazu""]",10.1117/12.2648157,,,Optical Interactions with Tissue and Cells XXXIV,proceedings-article,0,False,https://doi.org/10.1117/12.2648157,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":15,""domain_score"":14.0}]",15,14.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.66666666666666,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
79,doi:10.1145/882262.882344,Image-based skin color and texture analysis/synthesis by extracting hemoglobin and melanin information in the skin,2003.0,"[""Norimichi Tsumura"",""Nobutoshi Ojima"",""Kayoko Sato"",""Mitsuhiro Shiraishi"",""Hideto Shimizu"",""Hirohide Nabeshima"",""Syuuichi Akazaki"",""Kimihiko Hori"",""Yoichi Miyake""]",10.1145/882262.882344,,,ACM Transactions on Graphics,journal-article,159,True,https://doi.org/10.1145/882262.882344,"[""QF-008""]",1,1,"[""fisher_information_and_cramer_rao_skin_imaging""]","[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_rank"":5,""domain_score"":9.70412}]",5,9.70412,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.40824,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
80,doi:10.1371/journal.pone.0280670,New AI-algorithms on smartphones to detect skin cancer in a clinical setting-A validation study.,2023.0,"[""Kränke T"",""Tripolt-Droschl K"",""Röd L"",""Hofmann-Wellenhof R"",""Koppitz M"",""Tripolt M.""]",10.1371/journal.pone.0280670,36791068.0,,,,13,True,https://europepmc.org/article/MED/36791068,"[""QF-013""]",1,1,"[""clinical_external_validation_and_domain_shift""]","[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_rank"":5,""domain_score"":9.646128}]",5,9.646128,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.292256,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
81,doi:10.3390/diagnostics15030355,Training State-of-the-Art Deep Learning Algorithms with Visible and Extended Near-Infrared Multispectral Images of Skin Lesions for the Improvement of Skin Cancer Diagnosis.,2025.0,"[""Rey-Barroso L"",""Vilaseca M"",""Royo S"",""Díaz-Doutón F"",""Lihacova I"",""Bondarenko A"",""Burgos-Fernández FJ.""]",10.3390/diagnostics15030355,39941285.0,,,,1,True,https://europepmc.org/article/MED/39941285,"[""QF-007""]",1,1,"[""multispectral_band_selection_and_measurement_design""]","[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_rank"":6,""domain_score"":11.30103}]",6,11.30103,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-002"",""TC-NOV-003""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.268726666666666,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
82,doi:10.1117/12.2252097,Optical skin assessment based on spectral reflectance estimation and Monte Carlo simulation,2017.0,"[""Jacob R. Bauer"",""Jon Y. Hardeberg"",""Rudolf Verdaasdonk""]",10.1117/12.2252097,,,SPIE Proceedings Multimodal Biomedical Imaging XII,proceedings-article,0,False,https://doi.org/10.1117/12.2252097,"[""QF-001""]",1,1,"[""skin_tissue_optical_forward_models""]","[{""domain"":""skin_tissue_optical_forward_models"",""domain_rank"":16,""domain_score"":14.0}]",16,14.0,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.25,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
83,doi:10.1109/wacvw60836.2024.00067,Does the Fairness of Your Pre-Training Hold Up? Examining the Influence of Pre-Training Techniques on Skin Tone Bias in Skin Lesion Classification,2024.0,"[""Pratinav Seth"",""Abhilash K. Pai""]",10.1109/wacvw60836.2024.00067,,,2024 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),proceedings-article,6,False,https://doi.org/10.1109/wacvw60836.2024.00067,"[""QF-011""]",1,1,"[""dermatology_ai_fairness_and_skin_tone""]","[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_rank"":8,""domain_score"":13.345098}]",8,13.345098,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-004"",""TC-NOV-006""]",2,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.190196,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
84,doi:10.1109/icpr48806.2021.9412919,Fast Determination of Melanin based on Skin Hyperspectral Reflectance,2021.0,"[""Shiwei Li"",""Mohsen Ardabilian"",""Abdelmalek Zine""]",10.1109/icpr48806.2021.9412919,,,2020 25th International Conference on Pattern Recognition (ICPR),proceedings-article,4,False,https://doi.org/10.1109/icpr48806.2021.9412919,"[""QF-002""]",1,1,"[""skin_reflectance_inverse_models""]","[{""domain"":""skin_reflectance_inverse_models"",""domain_rank"":13,""domain_score"":13.19897}]",13,13.19897,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,60.09024769230769,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
85,doi:10.1364/oe.22.001852,Lookup-table-based inverse model for human skin reflectance spectroscopy: two-layered Monte Carlo simulations and experiments,2014.0,"[""Xiewei Zhong"",""Xiang Wen"",""Dan Zhu""]",10.1364/oe.22.001852,,,Optics Express,journal-article,42,False,https://doi.org/10.1364/oe.22.001852,"[""QF-002""]",1,1,"[""skin_reflectance_inverse_models""]","[{""domain"":""skin_reflectance_inverse_models"",""domain_rank"":14,""domain_score"":13.133468}]",14,13.133468,"[""UNSCREENED_NOT_ADMITTED""]",PENDING,UNADJUDICATED,,,,[],False,,,,,,,,,,,,,,,,,,[],"[""TC-NOV-001"",""TC-NOV-002"",""TC-NOV-005""]",3,SCIENTIFIC_REVIEW_REQUIRED,[],False,59.40979314285715,UNADJUDICATED,,NOT_STARTED,NOT_STARTED
