claim_id,claim_rank,canonical_key,title,year,doi,pmid,arxiv,url,domains_json,domain_count,best_domain_rank,maximum_domain_score,scientific_review_priority,screen_decision,review_status,unique_review_order,claim_count,claims_json
TC-NOV-004,8,doi:10.1038/s41591-023-02540-z,External validation of AI models in health should be replaced with recurring local validation,2023.0,10.1038/s41591-023-02540-z,,,https://doi.org/10.1038/s41591-023-02540-z,"[""clinical_external_validation_and_domain_shift""]",1,4,9.664353,65.328706,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,25,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,12,doi:10.1038/s41591-023-02540-z,External validation of AI models in health should be replaced with recurring local validation,2023.0,10.1038/s41591-023-02540-z,,,https://doi.org/10.1038/s41591-023-02540-z,"[""clinical_external_validation_and_domain_shift""]",1,4,9.664353,65.328706,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,25,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-002,13,doi:10.1364/boe.507361,Dynamic model for the strain-modulated spectral reflectance of the human skin in vivo,2024.0,10.1364/boe.507361,,,https://doi.org/10.1364/boe.507361,"[""spectral_reflectance_geometry_and_dimension""]",1,2,13.977121,98.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,26,2,"[""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-005,9,doi:10.1364/boe.507361,Dynamic model for the strain-modulated spectral reflectance of the human skin in vivo,2024.0,10.1364/boe.507361,,,https://doi.org/10.1364/boe.507361,"[""spectral_reflectance_geometry_and_dimension""]",1,2,13.977121,98.954242,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,26,2,"[""TC-NOV-002"",""TC-NOV-005""]"
TC-NOV-002,14,doi:10.3390/s23083888,Multispectral Imaging for Skin Diseases Assessment-State of the Art and Perspectives.,2023.0,10.3390/s23083888,37112229.0,,https://europepmc.org/article/MED/37112229,"[""multispectral_band_selection_and_measurement_design""]",1,2,12.230449,95.460898,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,27,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-003,9,doi:10.3390/s23083888,Multispectral Imaging for Skin Diseases Assessment-State of the Art and Perspectives.,2023.0,10.3390/s23083888,37112229.0,,https://europepmc.org/article/MED/37112229,"[""multispectral_band_selection_and_measurement_design""]",1,2,12.230449,95.460898,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,27,2,"[""TC-NOV-002"",""TC-NOV-003""]"
TC-NOV-001,9,doi:10.1111/ics.12147,Determination of melanin types and relative concentrations: an observational study using a non‐invasive inverse skin reflectance analysis,2014.0,10.1111/ics.12147,,,https://doi.org/10.1111/ics.12147,"[""skin_reflectance_inverse_models""]",1,3,15.954243,91.24181933333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,28,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-005,12,doi:10.1111/ics.12147,Determination of melanin types and relative concentrations: an observational study using a non‐invasive inverse skin reflectance analysis,2014.0,10.1111/ics.12147,,,https://doi.org/10.1111/ics.12147,"[""skin_reflectance_inverse_models""]",1,3,15.954243,91.24181933333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,28,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-004,9,doi:10.7759/cureus.94909,Exploring the Diagnostic Capability of Artificial Intelligence in Dermatology for Darker Skin Tones: A Narrative Review.,2025.0,10.7759/cureus.94909,41262830.0,,https://europepmc.org/article/MED/41262830,"[""dermatology_ai_fairness_and_skin_tone""]",1,6,13.5,64.66666666666667,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,29,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,13,doi:10.7759/cureus.94909,Exploring the Diagnostic Capability of Artificial Intelligence in Dermatology for Darker Skin Tones: A Narrative Review.,2025.0,10.7759/cureus.94909,41262830.0,,https://europepmc.org/article/MED/41262830,"[""dermatology_ai_fairness_and_skin_tone""]",1,6,13.5,64.66666666666667,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,29,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-003,10,doi:10.1111/srt.13207,Validity of self‐reported skin color by using skin color evaluation scale,2022.0,10.1111/srt.13207,36210488.0,,https://doi.org/10.1111/srt.13207,"[""skin_colorimetry_ita_and_color_measurement""]",1,2,11.646128,94.292256,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,30,2,"[""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-005,10,doi:10.1111/srt.13207,Validity of self‐reported skin color by using skin color evaluation scale,2022.0,10.1111/srt.13207,36210488.0,,https://doi.org/10.1111/srt.13207,"[""skin_colorimetry_ita_and_color_measurement""]",1,2,11.646128,94.292256,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,30,2,"[""TC-NOV-003"",""TC-NOV-005""]"
TC-NOV-004,10,doi:10.5753/sibgrapi.est.2024.31648,Enhancing Fairness in Machine Learning: Skin Tone Classification Using the Monk Skin Tone Scale,2024.0,10.5753/sibgrapi.est.2024.31648,,,https://doi.org/10.5753/sibgrapi.est.2024.31648,"[""dermatology_ai_fairness_and_skin_tone""]",1,7,13.5,62.285714285714285,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,31,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-006,14,doi:10.5753/sibgrapi.est.2024.31648,Enhancing Fairness in Machine Learning: Skin Tone Classification Using the Monk Skin Tone Scale,2024.0,10.5753/sibgrapi.est.2024.31648,,,https://doi.org/10.5753/sibgrapi.est.2024.31648,"[""dermatology_ai_fairness_and_skin_tone""]",1,7,13.5,62.285714285714285,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,31,2,"[""TC-NOV-004"",""TC-NOV-006""]"
TC-NOV-001,11,doi:10.3390/s130607902,Estimation of Melanin and Hemoglobin Using Spectral Reflectance Images Reconstructed from a Digital RGB  Image by the Wiener Estimation Method,2013.0,10.3390/s130607902,,,https://doi.org/10.3390/s130607902,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_reflectance_inverse_models""]",2,5,14.351258,85.702516,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,32,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-005,14,doi:10.3390/s130607902,Estimation of Melanin and Hemoglobin Using Spectral Reflectance Images Reconstructed from a Digital RGB  Image by the Wiener Estimation Method,2013.0,10.3390/s130607902,,,https://doi.org/10.3390/s130607902,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_reflectance_inverse_models""]",2,5,14.351258,85.702516,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,32,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-001,12,doi:10.1111/srt.12421,Analysis of the influence of collagen fibres in the dermis on skin optical reflectance by Monte Carlo simulation in a nine‐layered skin model,2018.0,10.1111/srt.12421,,,https://doi.org/10.1111/srt.12421,"[""skin_tissue_optical_forward_models""]",1,4,16.079181,83.158362,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,33,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-005,15,doi:10.1111/srt.12421,Analysis of the influence of collagen fibres in the dermis on skin optical reflectance by Monte Carlo simulation in a nine‐layered skin model,2018.0,10.1111/srt.12421,,,https://doi.org/10.1111/srt.12421,"[""skin_tissue_optical_forward_models""]",1,4,16.079181,83.158362,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,33,2,"[""TC-NOV-001"",""TC-NOV-005""]"
TC-NOV-006,7,doi:10.1109/iccvw60793.2023.00122,Deterministic Neural Illumination Mapping for Efficient Auto-White Balance Correction,2023.0,10.1109/iccvw60793.2023.00122,,,https://doi.org/10.1109/iccvw60793.2023.00122,"[""capture_variability_white_balance_and_illumination""]",1,3,10.90309,76.13951333333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,34,1,"[""TC-NOV-006""]"
TC-NOV-001,8,doi:10.1016/s0924-2031(01)00144-8,Melanin as a confounding factor in near infrared spectroscopy of skin,2002.0,10.1016/s0924-2031(01)00144-8,,,https://doi.org/10.1016/s0924-2031(01)00144-8,"[""fisher_information_and_cramer_rao_skin_imaging""]",1,2,10.653213,92.306426,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,35,1,"[""TC-NOV-001""]"
TC-NOV-006,11,doi:10.1109/tip.2017.2764264,A Data Set for Camera-Independent Color Constancy,2018.0,10.1109/tip.2017.2764264,,,https://doi.org/10.1109/tip.2017.2764264,"[""capture_variability_white_balance_and_illumination""]",1,4,10.255273,66.510546,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,36,1,"[""TC-NOV-006""]"
TC-NOV-004,11,doi:10.1111/ijd.70452,Diagnostic Accuracy of Three Large Language Models on Clinical Images Varies by Skin Tone: Findings From the Stanford Diverse Dermatology Images Dataset,2026.0,10.1111/ijd.70452,,,https://doi.org/10.1111/ijd.70452,"[""dermatology_dataset_duplicates_labels_and_quality""]",1,5,10.0,61.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,37,1,"[""TC-NOV-004""]"
TC-NOV-003,12,doi:10.1364/josaa.23.001814,Metamer-set-based approach to estimating surface reflectance from camera RGB,2006.0,10.1364/josaa.23.001814,,,https://doi.org/10.1364/josaa.23.001814,"[""camera_metamerism_and_spectral_reconstruction""]",1,3,13.00515,80.34363333333334,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,38,1,"[""TC-NOV-003""]"
TC-NOV-004,12,doi:10.1371/journal.pone.0280670,New AI-algorithms on smartphones to detect skin cancer in a clinical setting-A validation study.,2023.0,10.1371/journal.pone.0280670,36791068.0,,https://europepmc.org/article/MED/36791068,"[""clinical_external_validation_and_domain_shift""]",1,5,9.646128,60.292256,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,39,1,"[""TC-NOV-004""]"
TC-NOV-001,13,doi:10.1117/12.3098404,Monte Carlo simulation of spectral reflectance images of human skin with embedded lesions,2025.0,10.1117/12.3098404,,,https://doi.org/10.1117/12.3098404,"[""skin_tissue_optical_forward_models"",""spectral_reflectance_geometry_and_dimension""]",2,7,14.0,79.28571428571428,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,40,1,"[""TC-NOV-001""]"
TC-NOV-004,13,doi:10.1109/wacvw60836.2024.00067,Does the Fairness of Your Pre-Training Hold Up? Examining the Influence of Pre-Training Techniques on Skin Tone Bias in Skin Lesion Classification,2024.0,10.1109/wacvw60836.2024.00067,,,https://doi.org/10.1109/wacvw60836.2024.00067,"[""dermatology_ai_fairness_and_skin_tone""]",1,8,13.345098,60.190196,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,41,1,"[""TC-NOV-004""]"
TC-NOV-001,14,doi:10.19184/cerimre.v5i2.31668,Optical Ray Tracing Simulation by Using Monte Carlo Method for Reflectance-based Photoplethysmography Sensor in Human Skin and Fingertip Model,2022.0,10.19184/cerimre.v5i2.31668,,,https://doi.org/10.19184/cerimre.v5i2.31668,"[""skin_tissue_optical_forward_models""]",1,5,16.0,78.0,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,42,1,"[""TC-NOV-001""]"
TC-NOV-003,14,doi:10.3390/jimaging9020047,Spectral Reflectance Estimation from Camera Responses Using Local Optimal Dataset,2023.0,10.3390/jimaging9020047,36826966.0,,https://doi.org/10.3390/jimaging9020047,"[""camera_spectral_sensitivity_and_observation_operators""]",1,3,11.278151,76.88963533333333,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,43,1,"[""TC-NOV-003""]"
TC-NOV-004,14,doi:10.1364/boe.570414,Dynamic contrast in dual-beam optical coherence tomography imaging of human skin.,2025.0,10.1364/boe.570414,41394505.0,,https://europepmc.org/article/MED/41394505,"[""physics_informed_clinical_image_analysis""]",1,5,8.80103,58.60206,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,44,1,"[""TC-NOV-004""]"
TC-NOV-001,15,doi:10.1111/srt.12396,"SpectraCam<sup>®</sup>: A new polarized hyperspectral imaging system for repeatable and reproducible in vivo skin quantification of melanin, total hemoglobin, and oxygen saturation",2018.0,10.1111/srt.12396,,,https://doi.org/10.1111/srt.12396,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability""]",2,6,11.623249,76.91316466666666,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,45,1,"[""TC-NOV-001""]"
TC-NOV-003,15,doi:10.1111/j.1600-0846.1997.tb00191.x,A comparison between a tristimulus colorimeter (Minolta ChromaMeter CR‐200) and two spectrophotometers (Minolta Spectrophotometer CM‐508i and CM‐2002). Quantification of UV‐B induced erythema in a hairless guinea pig model,1997.0,10.1111/j.1600-0846.1997.tb00191.x,,,https://doi.org/10.1111/j.1600-0846.1997.tb00191.x,"[""skin_colorimetry_ita_and_color_measurement""]",1,3,11.113943,76.56121933333334,INCLUDE_CONTEXTUAL,PENDING_EVIDENCE_RESOLUTION,46,1,"[""TC-NOV-003""]"
TC-NOV-006,15,doi:10.1109/iccphot.2016.7492879,White balance under mixed illumination using flash photography,2016.0,10.1109/iccphot.2016.7492879,,,https://doi.org/10.1109/iccphot.2016.7492879,"[""capture_variability_white_balance_and_illumination""]",1,5,10.255273,61.510546000000005,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,47,1,"[""TC-NOV-006""]"
TC-NOV-004,15,doi:10.1093/bjd/ljag151.052,P11 Objective measurement of skin tone using artificial intelligence,2026.0,10.1093/bjd/ljag151.052,,,https://doi.org/10.1093/bjd/ljag151.052,"[""dermatology_ai_fairness_and_skin_tone""]",1,9,12.5,57.11111111111112,UNADJUDICATED,PENDING_EVIDENCE_RESOLUTION,48,1,"[""TC-NOV-004""]"
