recovery_order,acquisition_order,unique_review_order,canonical_key,doi,title,current_state,route_order,route_source,route_class,url,host,content_type,version,license,is_oa,source_name
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,6,CANONICAL_QUEUE,SELECTED_SOURCE_URL,http://link.springer.com/content/pdf/10.1007/s10043-015-0177-3.pdf,link.springer.com,,,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,7,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-004/source.html,,,,,,
9,13,4,doi:10.1007/s10043-015-0177-3,10.1007/s10043-015-0177-3,Evaluation of light scattering properties and chromophore concentrations in skin tissue based on diffuse reflectance signals at isosbestic wavelengths of hemoglobin,ABSTRACT_OR_PREVIEW_ONLY,8,CROSSREF_LICENSE_1,LICENSE_RECORD,http://www.springer.com/tdm,www.springer.com,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,1,EUROPE_PMC_RESULT_1,EUROPE_PMC_XML,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10334948/fullTextXML,www.ebi.ac.uk,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,2,EUROPE_PMC_RESULT_1,NCBI_EFETCH_XML,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=PMC10334948&retmode=xml,eutils.ncbi.nlm.nih.gov,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,3,OPENALEX,BEST_OA_PDF,https://derma.jmir.org/2021/2/e31697/PDF,derma.jmir.org,,publishedVersion,cc-by,True,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,4,OPENALEX_LOCATION_1,LOCATION_PDF,https://derma.jmir.org/2021/2/e31697/PDF,derma.jmir.org,,publishedVersion,cc-by,True,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,5,OPENALEX_LOCATION_3,LOCATION_PDF,https://pmc.ncbi.nlm.nih.gov/articles/PMC10334948/pdf/derma_v4i2e31697.pdf,pmc.ncbi.nlm.nih.gov,,submittedVersion,cc-by,True,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,6,CROSSREF_LINK_1,CONTENT_LINK,https://derma.jmir.org/2021/2/e31697,derma.jmir.org,unspecified,vor,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,7,OPENALEX,BEST_OA_LANDING,https://doi.org/10.2196/31697,doi.org,,publishedVersion,cc-by,True,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,8,OPENALEX_LOCATION_4,LOCATION_LANDING,https://doaj.org/article/4b0fbfb9513a42db97e5493d908b858c,doaj.org,,submittedVersion,,False,DOAJ (DOAJ: Directory of Open Access Journals)
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,9,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.2196/31697,doi.org,,publishedVersion,cc-by,True,JMIR Dermatology
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,10,OPENALEX_LOCATION_2,LOCATION_LANDING,https://pubmed.ncbi.nlm.nih.gov/37632853,pubmed.ncbi.nlm.nih.gov,,publishedVersion,,False,PubMed
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,11,OPENALEX_LOCATION_3,LOCATION_LANDING,https://www.ncbi.nlm.nih.gov/pmc/articles/10334948,www.ncbi.nlm.nih.gov,,submittedVersion,cc-by,True,PubMed Central
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,12,EUROPE_PMC_RESULT_1,PMC_ARTICLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10334948/,pmc.ncbi.nlm.nih.gov,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,13,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.2196/31697,doi.org,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,14,CANONICAL_QUEUE,SELECTED_SOURCE_URL,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10334948/fullTextXML,www.ebi.ac.uk,,,,,
10,14,18,doi:10.2196/31697,10.2196/31697,Performance of Artificial Intelligence Imaging Models in Detecting Dermatological Manifestations in Higher Fitzpatrick Skin Color Classifications,SUBSTANTIVE_PARTIAL_TEXT,15,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-018/source.xml,,,,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,1,CROSSREF_LINK_2,CONTENT_LINK,http://link.springer.com/article/10.1007/s10043-010-0040-5/fulltext.html,link.springer.com,text/html,vor,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,2,CROSSREF_LINK_3,CONTENT_LINK,http://link.springer.com/content/pdf/10.1007/s10043-010-0040-5,link.springer.com,unspecified,vor,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,3,CROSSREF_LINK_1,CONTENT_LINK,http://link.springer.com/content/pdf/10.1007/s10043-010-0040-5.pdf,link.springer.com,application/pdf,vor,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,4,OPENALEX_LOCATION_1,LOCATION_LANDING,https://doi.org/10.1007/s10043-010-0040-5,doi.org,,publishedVersion,,False,Optical Review
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,5,CROSSREF,PUBLISHER_LANDING,https://doi.org/10.1007/s10043-010-0040-5,doi.org,,,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,6,CANONICAL_QUEUE,SELECTED_SOURCE_URL,http://link.springer.com/content/pdf/10.1007/s10043-010-0040-5.pdf,link.springer.com,,,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,7,CANONICAL_QUEUE,EXISTING_LOCAL_SOURCE,analysis/prior_art/ingestion/scientific_sources/paper-005/source.html,,,,,,
11,15,5,doi:10.1007/s10043-010-0040-5,10.1007/s10043-010-0040-5,Monte Carlo simulation of spectral reflectance using a multilayered skin tissue model,ABSTRACT_OR_PREVIEW_ONLY,8,CROSSREF_LICENSE_1,LICENSE_RECORD,http://www.springer.com/tdm,www.springer.com,,,,,
